GEM plant ID,Plant name (English),Owner,Parent (English),Country/area,Region,Subnational unit,Latitude,Longitude,Coordinate accuracy,Plant status,Number of units,Plant age (years),Nominal crude steel capacity (ttpa),Nominal iron capacity (ttpa),Ferronickel capacity (ttpa),Sinter plant capacity (ttpa),Coking plant capacity (ttpa),Pelletizing plant capacity (ttpa),Main production equipment,Workforce size,GEM wiki page
P100000120530,Tata Steel Kalinganagar steel plant,Tata Steel Ltd,Tata Steel Ltd [100.0%],India,Asia Pacific,Odisha,20.970411,86.015211,exact,operating,1,10.0,8000.0,6500.0,,,,,BF; BOF,3611,https://www.gem.wiki/Tata_Steel_Kalinganagar_steel_plant
P100000120576,Tata Steel Ludhiana steel plant,Tata Steel Ltd,Tata Steel Ltd [100.0%],India,Asia Pacific,Punjab,30.946888,75.987521,exact,construction,1,,0.0,0.0,,,,,EAF,500,https://www.gem.wiki/Tata_Steel_Ludhiana_steel_plant
P100000120511,Tata Steel Meramandali steel plant,Tata Steel Ltd,Tata Steel Ltd [100.0%],India,Asia Pacific,Odisha,20.796053,85.260382,exact,operating,2,19.0,5510.0,7200.0,,8587.0,2100.0,,BF; BOF; DRI; EAF; IF; Steel other/unspecified,1425,https://www.gem.wiki/Tata_Steel_Meramandali_steel_plant
P100000120482,Tata Steel Port Talbot steel plant,Tata Steel UK Ltd,Tata Steel Ltd [100.0%],United Kingdom,Europe,Wales,51.577368,-3.783013,exact,construction,2,121.0,0.0,0.0,,,,,EAF; BF; BOF,2000,https://www.gem.wiki/Tata_Steel_Port_Talbot_steel_plant
P100000120863,Tata Steel Rayong steel plant,Tata Steel (Thailand) PCL,Tata Steel (Thailand) PCL [100.0%],Thailand,Asia Pacific,Rayong,12.677582,101.149401,exact,operating,1,37.0,550.0,0.0,,,,,EAF,367,https://www.gem.wiki/Tata_Steel_Rayong_steel_plant
P100000121002,Tebinbulak mining and smelting complex,Triangul Metals Tebinbulak JSC,Triangul Metals Tebinbulak JSC [100.0%],Uzbekistan,Eurasia,Republic of Karakalpakstan,42.1780016,60.4038997,approximate,construction,1,,0.0,0.0,,,,5000.0,DRI,5000,https://www.gem.wiki/Tebinbulak_mining_and_smelting_complex
P100001063272,TEDA Delong Saudi Arabia steel plant,Tianjin Teda Investment Holdings Co Ltd; DELONG Steel Ltd,British Asia Pan Ruogen International Co Ltd [100.0%]; Tianjin Teda Investment Holdings Co Ltd [100.0%],Saudi Arabia,Middle East,unknown,25.0,45.0,approximate,announced,1,,0.0,0.0,,,,,EAF,unknown,https://www.gem.wiki/TEDA_Delong_Saudi_Arabia_steel_plant
P100000120918,Tembo Steels Iganga plant,Tembo Steels Uganda Ltd,Tembo Steels Uganda Ltd [100.0%],Uganda,Africa,Busoga,0.611975,33.457629,exact,operating,1,4.0,600.0,600.0,,,,,DRI; EAF,3000,https://www.gem.wiki/Tembo_Steels_Iganga_plant
P100000120625,Tenaris Dalmine steel plant,Dalmine SpA,Tenaris SA [100.0%],Italy,Europe,Province of Bergamo,45.641516,9.600242,exact,operating,1,117.0,700.0,0.0,,,,,EAF,600,https://www.gem.wiki/Tenaris_Dalmine_steel_plant
P100000121242,Tenaris Silcotub Calarasi steel mill,S.C. Silcotub SA,Tenaris SA [100.0%],Romania,Europe,Județul Călărași,44.217275,27.29968,exact,operating,1,22.0,535.0,0.0,,,,,EAF,908,https://www.gem.wiki/Tenaris_Silcotub_Calarasi_steel_mill
P100000120731,Tenaris TAMSA Veracruz steel plant,Tubos de Acero de Mexico SA,Tenaris SA [100.0%],Mexico,North America,Veracruz,19.182499,-96.237284,exact,operating,1,72.0,1230.0,0.0,,,,,EAF,7500,https://www.gem.wiki/Tenaris_TAMSA_Veracruz_steel_plant
P100000120007,TenarisSiderca Campana steel plant,Siderca SAIC,Tenaris SA [100.0%],Argentina,Central & South America,Buenos Aires,-34.152554,-58.977388,exact,operating,2,65.57,1720.0,960.0,,,,,DRI; EAF,2993,https://www.gem.wiki/TenarisSiderca_Campana_steel_plant
P100000120734,Ternium Apodaca steel plant,Ternium México SA de CV,unknown [10.8%]; Ternium Argentina SA; Ternium SA,Mexico,North America,Nuevo León,25.742085,-100.236478,exact,operating,1,33.0,600.0,0.0,,,,,EAF,251,https://www.gem.wiki/Ternium_Apodaca_steel_plant
P100000120038,Ternium Brasil Santa Cruz steel plant,Ternium Brasil Ltda,Ternium SA [100.0%],Brazil,Central & South America,Rio de Janeiro,-22.912549,-43.741614,exact,operating,1,16.0,5200.0,5300.0,,5700.0,1800.0,,BF; BOF,8000,https://www.gem.wiki/Ternium_Brasil_Santa_Cruz_steel_plant
P100000120729,Ternium Guerrero San Nicolás de los Garza steel plant,Ternium México SA de CV,unknown [10.8%]; Ternium Argentina SA; Ternium SA,Mexico,North America,Nuevo León,25.720327,-100.301175,exact,operating,1,83.0,2400.0,1730.0,,,,,DRI; EAF,unknown,https://www.gem.wiki/Ternium_Guerrero_San_Nicolás_de_los_Garza_steel_plant
P100000121053,Ternium Pesquería steel plant,Ternium México SA de CV,unknown [10.8%]; Ternium Argentina SA; Ternium SA,Mexico,North America,Nuevo León,25.743837,-99.965278,exact,construction,1,0.0,0.0,0.0,,,,,DRI; EAF,unknown,https://www.gem.wiki/Ternium_Pesquería_steel_plant
P100000120728,Ternium Puebla steel plant,Ternium México SA de CV,unknown [10.8%]; Ternium Argentina SA; Ternium SA,Mexico,North America,Puebla,19.169532,-98.318659,exact,operating,1,57.0,1330.0,930.0,,,,,DRI; EAF,575,https://www.gem.wiki/Ternium_Puebla_steel_plant
P100000120008,Ternium Siderar San Nicolás steel plant,Ternium Argentina SA,Ternium Argentina SA [100.0%],Argentina,Central & South America,Buenos Aires,-33.37365,-60.138697,exact,operating,1,66.0,3501.0,4015.0,,1480.0,1040.0,,BF; BOF,2074,https://www.gem.wiki/Ternium_Siderar_San_Nicolás_steel_plant
P100000120752,Tete Steel Maputo plant,Baobab Steel Ltd,Baobab Steel Ltd [100.0%],Mozambique,Africa,Tete,-15.724345,33.762664,exact,construction,1,,0.0,0.0,2500.0,1180.0,,,DRI; EAF,2580,https://www.gem.wiki/Tete_Steel_Maputo_plant
P100000121025,Thai Nguyen Iron and Steel plant,Thai Nguyen Iron And Steel JSC,Thai Nguyen Iron And Steel JSC [100.0%],Vietnam,Asia Pacific,Thai Nguyen,21.557484,105.8728,exact,operating,2,63.0,300.0,300.0,,981.0,130.0,,BF; EAF; BOF,unknown,https://www.gem.wiki/Thai_Nguyen_Iron_and_Steel_plant
P100000120030,Thy Marcinelle Charleroi steel plant,Thy-Marcinelle SA,Riva Forni Elettrici SpA,Belgium,Europe,Wallonie,50.410335,4.429693,exact,operating,1,37.0,800.0,0.0,,,,,EAF,445,https://www.gem.wiki/Thy_Marcinelle_Charleroi_steel_plant
P100000120421,ThyssenKrupp Steel Duisburg steel plant,Thyssenkrupp Steel Europe AG,thyssenkrupp AG [80.0%]; EP Investment S.à r.l. [17.9%]; Tiliacordata Limited [2.1%],Germany,Europe,North Rhine-Westphalia,51.491649,6.733051,exact,operating pre-retirement,2,135.0,9000.0,11400.0,,12000.0,2500.0,,DRI; BF; BOF,26303,https://www.gem.wiki/ThyssenKrupp_Steel_Duisburg_steel_plant
P100000120281,Tianjin Iron and Steel Group Co Ltd,Tianjin Iron and Steel Group Co Ltd,British Asia Pan Ruogen International Co Ltd [59.2%]; unknown [40.8%],China,Asia Pacific,Tianjin,39.031083,117.499246,exact,operating,1,91.0,6650.0,5500.0,,7660.0,1200.0,,BF; BOF; EAF,6581,https://www.gem.wiki/Tianjin_Iron_and_Steel_Group_Co_Ltd
P100000120280,Tianjin Iron Plant,Tianjin Iron PLANT Co Ltd,British Asia Pan Ruogen International Co Ltd [59.2%]; unknown [40.8%],China,Asia Pacific,Hebei,36.58967,113.745792,exact,operating,3,57.0,4870.0,3770.0,,7660.0,1200.0,1250.0,BF; BOF,7487,https://www.gem.wiki/Tianjin_Iron_Plant
P100000120287,Tianjin Metallurgy Group Zhasan Steel Co Ltd,Tianjin Metallurgy Group Zhasan Steel Co Ltd,British Asia Pan Ruogen International Co Ltd [59.2%]; unknown [40.8%],China,Asia Pacific,Tianjin,38.825269,117.08849,approximate,retired,1,11.3,0.0,0.0,,,,,BF; BOF,unknown,https://www.gem.wiki/Tianjin_Metallurgy_Group_Zhasan_Steel_Co_Ltd
P100000120284,Tianjin New Tiangang United Special Steel Co Ltd,Tianjin Tiangang UNITED SPECIAL Steel Co Ltd,British Asia Pan Ruogen International Co Ltd [59.2%]; unknown [40.8%],China,Asia Pacific,Tianjin,39.300258,117.800231,exact,operating,2,16.66,4500.0,4471.0,,4947.0,,849.0,BF; BOF,5619,https://www.gem.wiki/Tianjin_New_Tiangang_United_Special_Steel_Co_Ltd
P100000120282,Tianjin Pipe Corporation,Tianjin Pipe Corp,Citic Pacific Special Steel Group Co Ltd [51.0%]; Tianjin Ngs Hongda General Co [12.0%]; The China Orient Asset Management Co Ltd [9.6%]; Far East Horizon [8.9%]; Tianjin Jincheng State-Owned Capital Investment and Operations Co Ltd [8.6%]; Tianjin Guoxing Capital Operation Co Ltd [3.2%]; unknown [2.4%]; Tianjin Dongjiang Free Trade Port Area Management Committee [2.4%]; Tianjin Teda Investment Holdings Co Ltd [1.6%]; Tianjin Jinzhi State-owned Capital Investment and Operation Co Ltd [0.0%]; Tianjin STATE-OWNED CAPITAL Investment and Management Co Ltd [0.0%]; Tianjin Guoheng Investment Holding Co Ltd [0.0%]; Tianjin Port (Group) Co Ltd [0.0%],China,Asia Pacific,Tianjin,39.034002,117.486798,exact,operating,1,15.2,3000.0,1300.0,,1032.0,,,BF; DRI; EAF,6450,https://www.gem.wiki/Tianjin_Pipe_Corporation
P100000120283,Tianjin Rockcheck Steel Group Co Ltd,Rockcheck Steel Group Co Ltd,Tianjin Rongcheng Xiangtai Investment Holdings Co Ltd [77.8%]; natural person(s) [17.9%]; unknown [4.2%],China,Asia Pacific,Tianjin,38.970638,117.495794,exact,operating,4,23.08,4500.0,4320.0,,,,,BF; BOF; EAF,2555,https://www.gem.wiki/Tianjin_Rockcheck_Steel_Group_Co_Ltd
P100001023535,Tianjin Rongcheng Group Tangshan Fengrun Special Steel Co Ltd,Tianjin Rongcheng Group Tangshan Special Steel Co Ltd; Tangshan Zhengfeng Steel Co Ltd,Tangshan Zhengfeng Steel Co Ltd [100.0%]; Tianjin Rongcheng Group Tangshan Special Steel Co Ltd [100.0%],China,Asia Pacific,Hebei,39.85271,118.181279,approximate,announced,1,2.2,0.0,0.0,,,,,EAF,14,https://www.gem.wiki/Tianjin_Rongcheng_Group_Tangshan_Fengrun_Special_Steel_Co_Ltd
P100000121081,Tianjin Rongcheng Group Tangshan Special Steel Co Ltd,Tianjin Rongcheng Group Tangshan Special Steel Co Ltd,Tianjin Rongcheng Group Tangshan Special Steel Co Ltd [100.0%],China,Asia Pacific,Hebei,39.551552,118.137993,exact,retired,1,21.0,0.0,0.0,,,,,BF; BOF,unknown,https://www.gem.wiki/Tianjin_Rongcheng_Group_Tangshan_Special_Steel_Co_Ltd
P100000120285,Tianjin Tianfeng Steel Co Ltd,Tianjin Tianfeng Steel Co Ltd,Tianjin Tianfeng Steel Co Ltd [100.0%],China,Asia Pacific,Tianjin,38.832642,117.102765,exact,retired,1,19.12,0.0,0.0,,,,,BF; BOF,unknown,https://www.gem.wiki/Tianjin_Tianfeng_Steel_Co_Ltd
P100000120288,Tianjin Tianzhong Giant Heavy Industry Co Ltd,Tianjin Tianzhong Giant Heavy Industry Co Ltd,Tianjin Jiangtian Industrial Development Co Ltd [100.0%],China,Asia Pacific,Tianjin,39.501442,118.719554,exact,retired,1,20.51,0.0,0.0,,,,,BF; BOF,unknown,https://www.gem.wiki/Tianjin_Tianzhong_Giant_Heavy_Industry_Co_Ltd
P100000120815,TMK Seversky Pipe plant,Severskiy Trubnyi Zavod JSC,Severskiy Trubnyi Zavod JSC [100.0%],Russia,Eurasia,Sverdlovsk,56.478428,60.249411,exact,operating,1,287.0,950.0,0.0,,,,,EAF,5001,https://www.gem.wiki/TMK_Seversky_Pipe_plant
P100000120816,TMK Taganrog Metallurgical Plant,Taganrogskiy Metallurgicheskiy Zavod JSC,Trubnaya Metallurgicheskaya Kompaniya PJSC [96.0%]; small shareholder(s) [4.0%],Russia,Eurasia,Rostov,47.241557,38.928584,exact,operating,1,130.0,950.0,0.0,,,,,EAF,5701,https://www.gem.wiki/TMK_Taganrog_Metallurgical_Plant
P100000120668,Tokyo Steel Kyushu plant,Tokyo Steel Manufacturing Co Ltd,Tokyo Steel Manufacturing Co Ltd [100.0%],Japan,Asia Pacific,Fukuoka,33.881431,130.755978,exact,operating,2,54.3,678.0,0.0,,,,,EAF,257,https://www.gem.wiki/Tokyo_Steel_Kyushu_plant
P100000120669,Tokyo Steel Okayama plant,Tokyo Steel Manufacturing Co Ltd,Tokyo Steel Manufacturing Co Ltd [100.0%],Japan,Asia Pacific,Okayama,34.515062,133.745525,exact,operating,2,63.39,708.0,0.0,,,,,EAF,257,https://www.gem.wiki/Tokyo_Steel_Okayama_plant
P100000120670,Tokyo Steel Tahara plant,Tokyo Steel Manufacturing Co Ltd,Tokyo Steel Manufacturing Co Ltd [100.0%],Japan,Asia Pacific,Aichi,34.702012,137.249114,exact,operating,1,15.72,2600.0,0.0,,,,,EAF,257,https://www.gem.wiki/Tokyo_Steel_Tahara_plant
P100000120671,Tokyo Steel Utsunomiya plant,Tokyo Steel Manufacturing Co Ltd,Tokyo Steel Manufacturing Co Ltd [100.0%],Japan,Asia Pacific,Tochigi,36.540425,139.993079,exact,operating,1,30.3,800.0,0.0,,,,,EAF,257,https://www.gem.wiki/Tokyo_Steel_Utsunomiya_plant
P100000120216,Tonghua Iron and Steel Co Ltd,Tonghua Iron & Steel Co Ltd,Beijing State-owned Capital Management Center [56.2%]; unknown [16.9%]; Industrial and Commercial Bank of China Ltd [8.3%]; China Construction Bank Corp [8.1%]; Bank of China Ltd [6.5%]; BANK of Jilin Co Ltd [0.9%]; Hana Bank Co Ltd [0.9%]; Changchun Financial Holding Group Co Ltd [0.6%]; Jilin Financial Holding Group Co Ltd [0.6%]; Jilin YATAI (GROUP) Co Ltd [0.5%]; Jilin PROVINCE Inestment Group Co Ltd [0.3%]; Changchun City Development Investment Holding (Group) Co Ltd [0.1%],China,Asia Pacific,Jilin,41.779125,126.022349,exact,operating,1,19.53,4590.0,4480.0,,7700.0,2127.0,1600.0,BF; BOF,10973,https://www.gem.wiki/Tonghua_Iron_and_Steel_Co_Ltd
P100000120072,Tongling Fuxin Iron and Steel Co Ltd,Tongling Fuxin Iron & Steel Co Ltd,Tongling Fuxin Iron & Steel Co Ltd [100.0%],China,Asia Pacific,Anhui,30.907561,117.772866,exact,operating,1,56.0,1350.0,1180.0,,,,,BF; BOF,2200,https://www.gem.wiki/Tongling_Fuxin_Iron_and_Steel_Co_Ltd
P100000120356,Tongling Xuanli Special Steel Co Ltd,Tongling City Xuanli Special Steel Co Ltd,Ma'anshan Jiatong Enterprise Management Partnership (General Partnership) [96.0%]; unknown [4.0%],China,Asia Pacific,Anhui,31.062807,117.956015,exact,operating,1,17.0,2700.0,2080.0,,1757.0,,,BF; BOF,1289,https://www.gem.wiki/Tongling_Xuanli_Special_Steel_Co_Ltd
P100000121137,Tongshan Liguo Iron and Steel Co Ltd,Tongshan Liguo Iron and Steel Co Ltd,Tongshan Liguo Iron and Steel Co Ltd [100.0%],China,Asia Pacific,Jiangsu,34.55486,117.327039,exact,retired,1,19.58,0.0,0.0,,,,,BF; BOF,unknown,https://www.gem.wiki/Tongshan_Liguo_Iron_and_Steel_Co_Ltd
P100000120672,Topy Industries Toyohashi steel plant,Topy Industries Ltd,Topy Industries Ltd [100.0%],Japan,Asia Pacific,Aichi,34.719644,137.322259,exact,operating,1,68.0,960.0,0.0,,,,,EAF,1002,https://www.gem.wiki/Topy_Industries_Toyohashi_steel_plant
P100000120616,Torbat Heydarieh Khorasan Steel Complex,Torbat Heydarieh Steel Co,Torbat Heydarieh Steel Co [100.0%],Iran,Middle East,Razavi Khorasan,35.594882,59.205984,exact,operating,1,1.0,1450.0,1850.0,,,,3000.0,DRI; EAF,2800,https://www.gem.wiki/Torbat_Heydarieh_Khorasan_Steel_Complex
P100000120886,Toscelik Iskenderun steel plant,Toscelik Profil ve Sac Endustrisi AS,Tosyalı Holding AŞ,Türkiye,Europe,Hatay,36.687943,36.214871,exact,operating,1,3.0,4000.0,0.0,,,,,EAF,1300,https://www.gem.wiki/Toscelik_Iskenderun_steel_plant
P100000120885,Toscelik Toprakkale steel plant,Toscelik Profil ve Sac Endustrisi AS,Tosyalı Holding AŞ,Türkiye,Europe,Osmaniye,37.016956,36.10911,exact,operating,1,17.0,2000.0,0.0,,,,,EAF,500,https://www.gem.wiki/Toscelik_Toprakkale_steel_plant
P100000120441,Tosyali Algerie Oran steel plant,Tosyali Ironsteel Industry Algerie SpA,Tosyalı Holding AŞ,Algeria,Africa,Oran,35.770912,-0.263031,exact,operating,1,13.0,6200.0,5000.0,,,,8000.0,DRI; EAF,8000,https://www.gem.wiki/Tosyali_Algerie_Oran_steel_plant
P100000121212,Tosyali Ras Al Khair steel plant,Tosyalı Holding AŞ,Tosyalı Holding AŞ [100.0%],Saudi Arabia,Middle East,Eastern Province,27.544525,49.205538,approximate,announced,1,,0.0,0.0,,,,,Steel other/unspecified,unknown,https://www.gem.wiki/Tosyali_Ras_Al_Khair_steel_plant
P100001042927,Tosyali Sonangol Kassinga Iron and Steel plant,Tosyali Iron and Steel Angola SA; Sonangol EP,Sonangol EP [100.0%]; Tosyalı Holding AŞ,Angola,Africa,Huíla,-15.263743,16.065494,approximate,announced,1,,0.0,0.0,,,,4100.0,DRI; EAF,unknown,https://www.gem.wiki/Tosyali_Sonangol_Kassinga_Iron_and_Steel_plant
P100000120889,Tosyali Toprakkale steel plant,Tosyalı Holding AŞ,Tosyalı Holding AŞ [100.0%],Türkiye,Europe,Osmaniye,37.016498,36.095126,exact,mothballed,1,16.0,0.0,0.0,,,,,EAF,770,https://www.gem.wiki/Tosyali_Toprakkale_steel_plant
P100001023430,Tosyali-SULB Benghazi steel plant,Tosyali Sulb Steel Industries Joint Company,Libya United Steel Company for Iron and Steel Industry; Tosyalı Holding AŞ,Libya,Africa,Cyrenaica,32.1818,20.124361,approximate,construction,2,,0.0,0.0,,,,,DRI; EAF,7000,https://www.gem.wiki/Tosyali-SULB_Benghazi_steel_plant
P100000120896,TT Iron and Steel Point Lisas steel plant,TT Iron Steel Company Ltd,TT Iron Steel Company Ltd [100.0%],Trinidad and Tobago,Central & South America,Couva,10.403605,-61.482939,exact,mothballed,1,46.0,0.0,0.0,,,,,DRI; EAF,500,https://www.gem.wiki/TT_Iron_and_Steel_Point_Lisas_steel_plant
P100000120904,Tung Ho Steel Kaohsiung plant,Tung Ho Steel Enterprise Corp,Tung Ho Steel Enterprise Corp [100.0%],Taiwan,Asia Pacific,Xiaogang,22.563095,120.362654,exact,operating,1,52.0,700.0,0.0,,,,,EAF,unknown,https://www.gem.wiki/Tung_Ho_Steel_Kaohsiung_plant
P100000120903,Tung Ho Steel Miaoli plant,Tung Ho Steel Enterprise Corp,Tung Ho Steel Enterprise Corp [100.0%],Taiwan,Asia Pacific,Miaoli,24.568401,120.74062,exact,operating,1,35.0,1200.0,0.0,,,,,EAF,unknown,https://www.gem.wiki/Tung_Ho_Steel_Miaoli_plant
P100000121014,Tung Ho Steel Phu My plant,Tung Ho Steel Vietnam Corp Ltd,Tung Ho Steel Enterprise Corp [100.0%],Vietnam,Asia Pacific,Ba Ria Vung Tau,10.551445,107.04368,exact,operating,1,19.0,1000.0,0.0,,,,,EAF,unknown,https://www.gem.wiki/Tung_Ho_Steel_Phu_My_plant
P100000120902,Tung Ho Steel Taoyuan plant,Tung Ho Steel Enterprise Corp,Tung Ho Steel Enterprise Corp [100.0%],Taiwan,Asia Pacific,Guanyin,25.067119,121.141176,exact,operating,1,39.0,1000.0,0.0,,,,,EAF,unknown,https://www.gem.wiki/Tung_Ho_Steel_Taoyuan_plant
P100001045582,Tuyen Quang Iron and Steel Long Binh steel plant,Tuyen Quang Iron Steel Co Ltd,Hung Ha Mon Goods Group Co [100.0%],Vietnam,Asia Pacific,Tuyen Quang,21.738739,105.247545,exact,operating,1,12.1,550.0,200.0,,,,,BF; BOF,700,https://www.gem.wiki/Tuyen_Quang_Iron_and_Steel_Long_Binh_steel_plant
P100000121204,TY Steel Rayong plant,TY Steel Co Ltd,Ta Chen Stainless Pipe Co Ltd [38.8%]; Tycoons Worldwide Group (Thailand) PCL [19.4%]; Tycoons Group International Co Ltd [5.9%],Thailand,Asia Pacific,Rayong,12.857307,101.21314,exact,operating,1,9.0,600.0,0.0,,,,,EAF,unknown,https://www.gem.wiki/TY_Steel_Rayong_plant
P100000120732,TYASA steel plant,Talleres y Aceros SA de CV,Talleres y Aceros SA de CV [100.0%],Mexico,North America,Veracruz,18.869272,-97.047263,exact,operating,1,33.0,1650.0,0.0,,,,,EAF,2300,https://www.gem.wiki/TYASA_steel_plant
P100000120814,Tyumen Electrosteel plant,UMK-Stal LLC,Nokomis Select Inc [33.0%]; Tretiy Kod CJSC [32.8%]; Satelait JSC [17.7%]; Assets-M JSC [17.0%],Russia,Eurasia,Tyumen,57.109316,65.668641,exact,operating,1,12.0,664.0,0.0,,,,,EAF,1200,https://www.gem.wiki/Tyumen_Electrosteel_plant
P100000120419,TZMS Třinecké železárny Trinec steel plant,TRINECKÉ ZELEZÁRNY AS,Minerfin AS,Czech Republic,Europe,Moravia-Silesia,49.689053,18.654557,exact,operating,3,187.0,2800.0,2263.0,,,700.0,,BF; BOF; EAF,6000,https://www.gem.wiki/TZMS_Třinecké_železárny_Trinec_steel_plant
P100000120854,U. S. Steel Košice steel plant,US Steel Košice sro,Nippon Steel Corp,Slovakia,Europe,Košice Region,48.612001,21.191401,exact,operating,1,61.0,4500.0,4500.0,,,,,BF; BOF,7712,https://www.gem.wiki/U._S._Steel_Košice_steel_plant
P100000120928,U.S. Steel Big River Steel plant,Big River Steel LLC,Nippon Steel Corp [100.0%],United States,North America,Arkansas,35.644264,-89.941659,exact,operating,2,10.0,6022.0,0.0,,,,,EAF; DRI,745,https://www.gem.wiki/U.S._Steel_Big_River_Steel_plant
P100001061239,U.S. Steel EAF plant,United States Steel Corp,Nippon Steel Corp [100.0%],United States,North America,unknown,38.7946,-106.5348,approximate,announced,1,,0.0,0.0,,,,,EAF,unknown,https://www.gem.wiki/U.S._Steel_EAF_plant
P100000120964,U.S. Steel Edgar Thomson Plant,United States Steel Corp,Nippon Steel Corp [100.0%],United States,North America,Pennsylvania,40.39514,-79.859645,exact,operating,1,151.0,2600.0,2770.0,,,,,BF; BOF,650,https://www.gem.wiki/U.S._Steel_Edgar_Thomson_Plant
P100000120965,U.S. Steel Fairfield plant,United States Steel Corp,Nippon Steel Corp [100.0%],United States,North America,Alabama,33.480697,-86.937854,exact,operating,1,6.0,1600.0,0.0,,,,,EAF,750,https://www.gem.wiki/U.S._Steel_Fairfield_plant
P100000120966,U.S. Steel Gary Works,United States Steel Corp,Nippon Steel Corp [100.0%],United States,North America,Indiana,41.620799,-87.348266,exact,operating,1,118.0,7800.0,6495.0,,4400.0,,,BF; BOF,2246,https://www.gem.wiki/U.S._Steel_Gary_Works
P100000120968,U.S. Steel Granite City Works,United States Steel Corp,Nippon Steel Corp [100.0%],United States,North America,Illinois,38.695049,-90.136073,exact,operating,2,131.0,1350.0,1270.0,,,,,BF; BOF,500,https://www.gem.wiki/U.S._Steel_Granite_City_Works
P100000120967,U.S. Steel Great Lakes Works,United States Steel Corp,Nippon Steel Corp [100.0%],United States,North America,Michigan,42.263181,-83.121553,exact,mothballed,1,124.0,0.0,0.0,,,,,BF; BOF,500,https://www.gem.wiki/U.S._Steel_Great_Lakes_Works
P100000120797,UMB Hunedoara steel plant,UMB Steel SRL,UMB Steel SRL [100.0%],Romania,Europe,Hunedoara,45.735183,22.91627,exact,retired,1,141.0,0.0,0.0,,,,,EAF,582,https://www.gem.wiki/UMB_Hunedoara_steel_plant
P100000120866,UMC Metals Chon Buri steel plant,UMC Metals Ltd,UMC Metals Ltd [100.0%],Thailand,Asia Pacific,Chonburi,13.275832,100.969791,exact,operating,1,32.0,805.0,0.0,,,,,EAF,unknown,https://www.gem.wiki/UMC_Metals_Chon_Buri_steel_plant
P100000120709,United Steel Industrial Kuwait Steel Sharq plant,United Steel Industries Co KSCC,Bukhamseen Holding Group Co; Iranian Mines & Mining Industries Development & Renovation Organization,Kuwait,Middle East,Capital Governorate,28.989306,48.128118,exact,operating,1,19.0,1200.0,0.0,,,,,EAF,900,https://www.gem.wiki/United_Steel_Industrial_Kuwait_Steel_Sharq_plant
P100001042855,Unitex Steel Mills Feni steel plant,Unitex Steel Mills Ltd,Unitex Steel Mills Ltd [100.0%],Bangladesh,Asia Pacific,Chittagong,22.945182,91.512387,approximate,construction,1,,0.0,0.0,,,,,EAF,516,https://www.gem.wiki/Unitex_Steel_Mills_Feni_steel_plant
